feature,importance
cases,-0.05014981387340516
causal,-0.005820563262086036
cause,-0.004816065719844801
cdk,-0.0018268297789245725
celery,-0.010069725953999442
center,-0.002316576143586335
certification,-0.0011211680771628604
certifications,-0.006525554112428453
cgpa,-0.0019705690413602357
chain,-0.0060019950171576
challenges,-0.011065811746701631
challenging,0.21053153679199493
chat,-0.014866438039518579
chatbots,-0.004111576589532112
checkout,-0.004050282731232921
chef,-0.005273065892272355
churn,-0.02650676318604555
ci,-0.0018268297789245725
cicd,-0.07124437937338271
cisco,-0.057036473764010116
classification,-0.04427577842961308
clean,-0.002518754510292921
cleaning,-0.010263154283353641
client,-0.04832208171412944
clients,-0.002444164426196173
clientside,-0.013193426395075295
closely,-0.002518754510292921
cloud,-0.22466797176088465
cloudbased,-0.00475336141840217
cloudformation,-0.00973365452077504
cloudnative,-0.0090655386913608
cloudrelated,-0.002316576143586335
cloudwatch,-0.005139437911500852
clustering,-0.025949261360411976
clusters,-0.0034110286660823056
cms,-0.0035807296057479756
cnns,-0.005050139890323777
coaching,-0.0498245400721932
code,-0.05055376277010801
codebase,-0.006195395677763942
codepipeline,-0.0034110286660823056
coding,-0.004263081219281724
collaborate,-0.027802773013661842
collaborated,-0.0019705690413602357
collaborating,-0.009340069453890862
collaboration,-0.01693377961264824
collaborative,-0.03317355736046239
collection,-0.012080683362225704
communicate,-0.005442210142743072
communicating,-0.004030573215928469
communication,-0.11199424089252771
communities,-0.05157317683839523
community,-0.00595133904296
companies,-0.005261764214407431
compatibility,-0.010751673993854008
compatible,-0.002518754510292921
competitions,-0.02300425464260484
competitive,-0.03210638245898697
complex,-0.054868562363752996
compliance,-0.05025345877640071
compliant,-0.001253469644715705
componentbased,-0.007472104269572985
components,-0.02178477562320573
compose,-0.04646240458325285
comprehensive,0.20698992603178767
compute,-0.0035095602025767515
computer,1.2954946718194351
computing,-0.0336421352531428
concept,-0.0014264295441332856
conducting,-0.06743609383426873
conferences,-0.04133739147181122
configuration,-0.001830583274954427
configurations,-0.0022969778744739966
configuring,-0.006853300001453271
conflict,-0.036654948100773646
confluence,-0.04851025692900348
connect,-0.00395238037378578
connections,-0.0017636966198917164
connectivity,-0.0009518534275749763
constraintlayout,-0.005240232657026748
consumption,-0.00475336141840217
container,-0.005801292594441243
containerization,-0.020414250932385188
containerized,-0.006185254147872173
containerizing,-0.0042456019496310594
containers,-0.0072175738131065705
content,-0.03445533922901896
context,-0.0020135411758098946
continuous,-0.035302511772522915
continuously,-0.019694847401170133
contracts,-0.0478146659728943
contribute,0.14328483988588428
contributed,-0.13530360492858778
contributing,-0.04172741813504011
control,-0.012026315699233124
controls,-0.007490572385317915
convolutional,-0.018057998932669225
core,-0.05919955504828589
corporate,-0.005036533344301799
cost,-0.05697760601932473
costefficiency,-0.002444164426196173
costs,-0.012322284674878982
coupled,-0.0031733583248506267
courses,-0.043583857484267415
coursework,-0.0019705690413602357
crafting,-0.017378605898790336
crash,-0.002867216428264094
create,-0.006154137701209705
creating,-0.02690692845877706
creative,-0.027673489482100008
critical,-0.003665319238885969
crm,-0.026067053659215245
crossbrowser,-0.012397684568455896
crossfunctional,-0.014671568369824004
crossplatform,-0.011580249189156663
crossvalidation,-0.007671872196182316
cryptography,-0.08546469061907717
css,-0.070201859384399
cssinjs,-0.0023176637358682498
custom,-0.009405481826564437
customer,-0.042816059707594493
cuttingedge,-0.012248064485901773
cybersecurity,-0.08168532730368896
cycles,-0.002847444132572239
dapps,-0.04126838224218408
dashboard,-0.0031744253861775264
dashboards,-0.018608746405207
data,-0.4155218868555322
database,-0.19452274754209714
databases,-0.02710196104986619
datadriven,-0.02791848853242609
datasets,-0.03575185965584966
debugging,-0.012478907459141814
decentralized,-0.04126838224218408
decision,-0.012376160134674373
decisionmaking,-0.005442210142743072
decisions,-0.011870848101615686
deep,1.1937579632302717
delightful,-0.0037980970099673705
deliver,-0.027591462733089125
delivering,0.02553532827546346
delivery,-0.020613543743195253
demand,-0.016883023044226574
demonstrated,0.20698992603178767
demonstrating,-0.0019705690413602357
deploy,-0.0022011887439603965
deployed,-0.0031733583248506267
deploying,-0.07242656852225901
deployment,-0.06302647225003868
deployments,-0.004299859793461189
derive,-0.011564581742119578
design,-0.257973312129379
designer,-0.08470154857927853
designers,-0.002518754510292921
designing,-0.07468114643280081
designs,-0.013993768417090874
detailoriented,0.08835019535776474
detection,-0.07166565815534906
develop,-0.028909274967011296
developed,-0.0019705690413602357
developer,-0.2676268870538375
developers,-0.00998066066706126
developing,-0.15381925146906705
development,0.7164691743746169
devices,-0.012624525180297538
devops,-0.10326405700023604
diagnosis,-0.005366199095529856
dimensionality,-0.009035834358342503
direct,-0.00395238037378578
directory,-0.03705191350373229
disaster,-0.019377425983256324
disease,-0.005820563262086036
distillation,-0.00475336141840217
distributed,-0.02429885755758173
diverse,-0.012687550665492977
django,-0.07184387951656974
djs,-0.0064125249121264995
docker,-0.08479367303887501
document,-0.007550337178428176
documentation,-0.11437035824669739
domain,-0.003665319238885969
drive,-0.039795132088282344
drives,-0.004801290040117048
driving,-0.08889470441783956
dynamic,0.06350962262553253
dynamodb,-0.0011211680771628604
eager,0.1466478723115868
ec,-0.013108212434396317
ecommerce,-0.03131145604225817
ecs,-0.005004935034124855
edge,-0.004419809611203712
editing,-0.06106096333932244
editors,-0.002818870996790359
educational,-0.008205038258227387
effective,-0.004806164745162545
effectively,-0.006721516963677235
efficiency,-0.09237065071905819
efficient,-0.03710598927520202
efficiently,-0.011180140963914047
eks,-0.003850391738691142
elearning,-0.004426535202860593
elegant,-0.012391331845450198
elk,-0.008548266924108427
email,-0.030598686786767373
emberjs,-0.010297244672997113
emerging,-0.05440657506951556
employee,-0.0019705690413602357
employing,-0.0019705690413602357
enable,-0.0031733583248506267
enabling,-0.013065216130324785
encryption,-0.011718817739667192
endtoend,-0.01637056129193831
energy,-0.00475336141840217
engage,-0.002518754510292921
engagement,-0.0027273451040386843
engaging,-0.020117830344874913
engine,-0.05219501991938088
engineer,-0.24449872860419053
engineering,-0.05254545494229165
engineers,-0.005587377762319025
engines,-0.012261848995563348
enhance,-0.015273461358483386
enhanced,-0.0174320893946649
ensemble,-0.00475336141840217
ensembling,-0.005050139890323777
ensure,-0.013326200245653685
ensures,-0.0031733583248506267
ensuring,-0.025681297579173302
enthusiastic,-0.004839928837239518
environment,-0.0017636966198917164
environments,-0.04273836774684206
equipment,-0.00795124780322388
error,-0.007873758611618629
espresso,-0.04256965904239177
estimation,-0.005820563262086036
ethereum,-0.04119306815558162
etl,-0.006822841964196064
etlelt,-0.05557054422490824
evaluation,-0.04187752736072201
event,-0.005007582780519451
eventdriven,-0.013185163709826121
evolving,-0.002578069475197838
exceed,-0.0016838970755965218
excel,-0.003958965280899375
excellence,-0.0019705690413602357
excellent,-0.002518754510292921
executive,-0.004097326157194353
exoplayer,-0.0009518534275749763
expand,-0.011190138356513717
expanding,-0.002578069475197838
expectations,-0.0016838970755965218
experience,0.20747546727536365
experienced,-0.08252302175785675
experiences,-0.027300744632216073
experimentation,-0.01930323748651531
experimenting,-0.005229640656718586
experiments,-0.008431033426779169
expertise,-0.015579889733081857
experts,-0.00804504025278343
explainability,-0.00804504025278343
exploratory,-0.018198415468074824
explore,-0.00658520228080091
exploring,-0.05594565261614433
express,-0.001914712320069843
expressjs,-0.03278075799777907
expressroute,-0.002316576143586335
extensive,-0.0031733583248506267
extract,-0.011487300507803742
extracting,-0.01315070605685691
extraction,-0.009728420968691946
eye,-0.004411394222198586
fabric,-0.05628613554005598
facilitation,-0.05618083608281033
facing,-0.04779849664039193
factorization,-0.007994978666804662
failover,-0.0052187986823241115
fairness,-0.00804504025278343
fast,-0.0031733583248506267
fastapi,-0.014163953751739851
faster,-0.002847444132572239
fastpaced,-0.0031733583248506267
fault,-0.004138344059024748
faulttolerant,-0.002479677069811108
feature,-0.05985486660692846
featurerich,-0.0009385973814844816
features,-0.03402996472622477
federated,-0.01875710950479347
feedback,-0.009099515931855588
fellow,-0.006795049286711305
fetching,-0.009202346462123374
field,-0.014281893860375854
figma,-0.04808834355091157
filtering,-0.019242202813206325
finance,-0.003320365118834793
financial,-0.026071303102858805
findings,-0.01369276086530567
fintech,-0.009034334738489507
firebase,-0.011166393146931327
firewalls,-0.06174496965330417
fitness,-0.009825302993867023
flask,-0.06849361321176624
flasksqlalchemy,-0.0028319558425697034
flexbox,-0.001799209529853623
flexible,-0.004050282731232921
flows,-0.0068153341011704584
flutter,-0.009791548015051235
focus,-0.06338300450911384
following,-0.0018279465169145177
food,-0.0056872893130355
forecasting,-0.03824652715766461
forecasts,-0.0020493227510373856
forests,-0.00795124780322388
form,-0.007873758611618629
formik,-0.005471859622892595
forums,-0.021741954587563072
foster,-0.012908840409373163
foundation,-0.014660052940144375
framework,-0.012699139529210772
frameworks,-0.10993637098074856
fraud,-0.03080683337088521
frontend,-0.11213706021163868
fully,-0.0020135411758098946
functional,-0.0020135411758098946
functionalities,-0.010137980794612504
functionality,-0.016715742489886984
functions,-0.0035614668935014453
fundamentals,-0.05115784469541698
game,-0.18208054107050226
gameplay,-0.055245275372198935
gateway,-0.0018268297789245725
gateways,-0.018705242485035606
gathering,-0.03630440567874341
gatsbyjs,-0.0035807296057479756
gcp,-0.015432559717010071
gdpr,-0.0020211410623308754
generation,-0.019973650312569015
generative,-0.013277656829399116
geofencing,-0.002867216428264094
geolocation,-0.005765361784737031
gin,-0.0065512591743776835
git,-0.13720976446742367
github,-0.009108605597858402
gitlab,-0.006255045196680123
glue,-0.00212626416554433
goals,0.20698992603178767
google,-0.05432032306196466
gotomarket,-0.03930085047691978
gpus,-0.006779660720969146
gradle,-0.06570466404907861
graduating,-0.0019705690413602357
grafana,-0.005625209593612584
graphql,-0.0263070160588975
grid,-0.006325425994021531
grocery,-0.0019705690413602357
group,-0.0019705690413602357
groups,-0.004157115121898664
growth,-0.008966948967957916
guidance,-0.0028922443093982696
guides,-0.08515062512525713
hackathons,-0.032316897664005355
hadoop,-0.0505750305572351
handle,-0.006087423692719543
handling,-0.010585280023108611
handson,-0.0016838970755965218
hardhat,-0.04400122992432841
hardware,-0.006779660720969146
having,-0.0031733583248506267
healthcare,-0.0089748402184199
healthkit,-0.0031285314397297365
heroku,-0.002444164426196173
high,-0.08680292226110087
highly,0.209248314870151
highperformance,-0.018388258653867704
highquality,0.034548309339489484
hightraffic,-0.006994363560657009
hipaa,-0.0020211410623308754
honing,-0.0036598132294816755
html,-0.05782712831773093
htmlcss,-0.04179271127444209
hub,-0.004069998855418328
hubspotmarketo,-0.032894914896191264
hybrid,-0.005248881533568203
hyperledger,-0.05628613554005598
hyperparameter,-0.014726038592433594
hyperparameters,-0.008497892855341522
hypothesis,-0.01603500866193906
iac,-0.0051996227517234275
iam,-0.011865955105647141
identity,-0.0073663371004616205
idsips,-0.04323491591887917
image,-0.035431506726517244
impact,-0.005895148508576573
impactful,-0.006347821477950602
implement,-0.003665319238885969
implementations,-0.0018279465169145177
implementing,-0.19161460488226414
improve,-0.015457288142624814
improved,-0.00762319167989685
improvement,-0.0038627573559111427
improvements,-0.009113332187742287
improving,-0.015711253150523744
inapp,-0.00926919970871832
incident,-0.040740971559773895
includes,-0.08948477285513265
including,-0.1587797551600128
inclusive,-0.0018279465169145177
indexing,-0.009299974134207262
india,-0.0019705690413602357
industrial,-0.006385851269541832
industry,-0.020729377378487603
inference,-0.011623106280427198
information,-0.057183319569733784
informative,-0.002111875422934082
informed,-0.003665319238885969
infrastructure,-0.04140257036191138
infrastructureascode,-0.0018268297789245725
infrastructures,-0.003403683294217415
ingestion,-0.005207788407021681
innovation,-0.03428919207173843
innovative,-0.06940950753568523
insights,-0.03340892865225867
instances,-0.009901849775230955
institutions,-0.005706474699948236
integrating,-0.07337206583935105
integration,-0.05342920354324865
integrations,-0.00799802555447189
intelligence,-0.037235514302240785
interaction,-0.04466840308269414
interactions,-0.003556897851645527
interactive,-0.025857288844292146
interfaces,-0.03629505521954365
intern,-0.0019705690413602357
internationalization,-0.005408263578287546
internship,-0.0019705690413602357
interpretability,-0.017545682987282336
interpretable,-0.00804504025278343
interpretation,-0.016300906814293005
interra,-0.0019705690413602357
intuitive,-0.018795484802173273
involved,-0.0019705690413602357
ios,-0.1736452869864395
iot,-0.009979335995796083
iso,-0.04708186595629252
itinerary,-0.0031285314397297365
java,-0.08213975460311178
javascript,-0.05922244741522881
jenkins,-0.053734164522212656
jest,-0.004070084390761737
jetpack,-0.048969351755050905
jira,-0.09282766604193216
jiraconfluence,-0.044158465441176326
jmeter,-0.03461236145544137
junior,-0.005587377762319025
juniper,-0.05850307783055836
jwt,-0.014115850812316111
ka,-0.0019705690413602357
kafka,-0.0063155396136334654
kaggle,-0.006385851269541832
keen,-0.004411394222198586
keras,-0.035383722309184004
kit,-0.0038016223114501414
knack,-0.0018652893550293362
knowledge,-0.05590506136941837
kotlin,-0.06530937572007735
ktor,-0.003891981848086494
kubernetes,-0.06520309007262944
lab,-0.005240232657026748
lakes,-0.00212626416554433
lambda,-0.013782738473525496
landing,-0.03958366446683322
language,-0.05278948163910997
languages,-0.060544253768082396
laravel,-0.0037613364317252394
large,-0.01733435557389077
largescale,-0.008316198666176043
latest,-0.07555435030608249
layout,-0.0060781208024469945
layouts,-0.041115879916231966
lazy,-0.015971418928670135
leadership,-0.09247435348457073
learn,-0.014325929917848153
learner,-0.019694847401170133
learning,1.1228713400390642
led,-0.13530360492858778
legacy,-0.002316576143586335
level,-0.061890117697743524
leverage,-0.009334162007645148
leveraging,0.1813297773655745
libraries,-0.10848404109497209
lies,-0.0031733583248506267
lifetime,-0.0024672682617234943
like,-0.03271163606892099
linear,-0.00795124780322388
linux,-0.08254678646979215
llc,-0.0019705690413602357
load,-0.0546184682552125
loading,-0.018492708508933902
localization,-0.005408263578287546
location,-0.007037166441502873
locationbased,-0.007815700334891653
logging,-0.009987164651830973
logic,-0.006901260107210513
login,-0.0035238148703304706
logistic,-0.00795124780322388
machine,0.44039954919340457
machines,-0.005089483504002639
maintainable,-0.0204844482197596
maintaining,-0.0023468942046032067
maintenance,-0.03121031913751189
make,-0.003665319238885969
manage,-0.0068153341011704584
management,-0.19059277224400867
manager,-0.14358426789924428
managing,-0.02006970265095406
manipulation,-0.03739379284145358
manual,-0.03615955227730665
manufacturing,-0.01357756073192441
mapping,-0.04310340901267891
maps,-0.006393206128606082
markdown,-0.0548863411151402
market,-0.04077391943164888
marketing,-0.12088133397778164
marketplaces,-0.007310209914041236
markets,-0.005820563262086036
masking,-0.004601217128220258
massive,-0.003665319238885969
master,-0.08491988812733649
materialui,-0.002847444132572239
mathematics,-0.009105960907180417
matlab,-0.0136736146655564
matplotlib,-0.019853184204071582
matrix,-0.007994978666804662
meaningful,-0.00834519966736806
measures,-0.0051211845980833415
mechanisms,-0.022600643387367416
media,-0.030761785161000612
mediaplayer,-0.0020493227510373856
medical,-0.005366199095529856
meet,-0.005291796638752265
meetups,-0.024698378536025047
memcached,-0.0029441000425675457
memory,-0.005240232657026748
mentorship,-0.0087598275145715
message,-0.007592791888113784
messaging,-0.00869244881626121
methodologies,-0.012564117660882584
methods,-0.014552124463044186
microservices,-0.0959531255508156
microsoft,-0.0031733583248506267
migrating,-0.004893242145455912
migrations,-0.0068501912698151046
mindset,-0.0014126072472672533
minification,-0.004909125128237886
minimum,-0.0019705690413602357
mining,-0.0060019950171576
ml,-0.0038016223114501414
mllib,-0.003366785820169185
mobile,-0.21294221059264734
mobilefirst,-0.007036596464946834
mobilefriendly,-0.004044496122856698
mobx,-0.0027121897291621593
mocha,-0.004070084390761737
mockups,-0.006990074932064876
mode,-0.004927056996619442
model,-0.127817058224266
modeling,1.2283400177787378
models,-0.1452871172588817
modern,-0.01643086501560392
monetization,-0.005007582780519451
mongodb,-0.036867117790177324
monitoring,-0.07343510232941054
motivated,0.21508654782127512
mrd,-0.0019705690413602357
ms,-0.04651549181362544
multicloud,-0.002479677069811108
multilanguage,-0.00308441738437747
multimedia,-0.007034863590415263
multiplayer,-0.0019705690413602357
multiple,-0.005007582780519451
multiregion,-0.00924641785718635
music,-0.004263081219281724
mvp,-0.0019705690413602357
mysql,-0.06857244924162628
nagioszabbix,-0.04153622961151534
native,-0.01592655590124227
natural,-0.0362375949504905
navigation,-0.002629387040598457
network,-0.12482937232514452
networking,-0.13880302841115308
networks,-0.05329412425801633
neural,-0.05127898697783628
new,-0.01847113096461676
nextjs,-0.007161459211495951
nftenhanced,-0.0019705690413602357
nist,-0.04708186595629252
nlp,1.2004066335900054
nodejs,-0.0846453999446946
nonblocking,-0.008949417636262126
nosql,-0.01721892231210493
notifications,-0.011693380877912224
numpy,-0.04113201427901563
oauth,-0.019217589912329226
object,-0.024868635272412093
objectivec,-0.056024876188689975
objectives,-0.005291796638752265
offering,-0.08889470441783956
offline,-0.010090997848299183
online,-0.04890520325822845
onpremises,-0.003087251254000251
opensource,-0.04337121627584797
openweathermap,-0.0031285314397297365
operating,-0.0019705690413602357
optimal,-0.002518754510292921
optimization,-0.13899094577023138
optimize,-0.008595775235152757
optimized,-0.0031733583248506267
optimizing,-0.1000219053516025
oracle,-0.04095048774385718
orchestration,-0.014063583114294514
outstanding,-0.0019705690413602357
owasp,-0.0039164883487099265
page,-0.040755486190138156
palo,-0.035756776234637626
pandas,-0.04518701152231129
papers,-0.012526903045610412
parallelization,-0.00475336141840217
participating,-0.08317690763872096
participation,-0.012784133990572826
passion,-0.05501432784491459
passionate,-0.049354952244961094
patch,-0.05208739845540017
patterns,-0.010226362375386955
payment,-0.021732080063577578
paypal,-0.008678074729959056
peer,-0.006195395677763942
peering,-0.0017636966198917164
peers,-0.026926607973257684
penetration,-0.057135696606538465
performance,-0.12054392080186888
personalization,-0.005820563262086036
personalized,-0.02338217914503523
pes,-0.003941138082720471
photo,-0.002629387040598457
php,-0.0037613364317252394
physics,-0.032814395832748776
pipelines,-0.08978828300318635
pixelperfect,-0.010807023928471366
planning,-0.08252979402624275
plans,-0.0019618720900965326
platform,-0.015263829352806254
platforms,-0.0801340425370001
platformspecific,-0.006844957250585751
play,-0.008177397067106906
playback,-0.005240232657026748
player,-0.008544213535020367
playing,-0.009986825156284507
plotly,-0.002111875422934082
policies,-0.008211274793859318
polished,-0.002868697361318583
popular,-0.0013316712622817356
portfolio,-0.0035807296057479756
position,0.1466478723115868
positive,-0.003665319238885969
possess,-0.003665319238885969
postgresql,-0.05597427142475612
postman,-0.034126414788762396
posts,-0.0037980970099673705
powershell,-0.0017636966198917164
powershellbash,-0.04728183590409124
practices,-0.04691396197909213
predicting,-0.012168196982059142
prediction,-0.03197687063639394
predictive,-0.062202824704838525
preprocess,-0.005273510008058625
preprocessing,-0.04377681640404637
preprocessors,-0.00789153882720229
presentations,-0.0016734106710138742
presenting,-0.008131466416473304
prices,-0.005366199095529856
principles,-0.08462230983726103
proactive,-0.030478973301525044
problem,-0.06418253871422498
problems,-0.058812285787534384
problemsolving,-0.0031733583248506267
process,-0.044265166896673404
processes,-0.011636693689231906
processing,-0.0610324040860605
product,-0.11084336236144032
production,-0.0399155288586921
productivity,-0.007450078922853001
professionals,-0.0010259848428282926
proficiency,0.14416315043012579
proficient,-0.10527222080643377
profiling,-0.01170997704078535
programming,-0.10556502998598627
programs,-0.004792782954862068
progressive,-0.007178754836953951
project,0.09753177113571972
projects,-0.2946804911863486
prometheus,-0.010542832133163682
pronisi,-0.0019705690413602357
protection,-0.0041830314775259635
prototyping,-0.059905153282602805
proven,0.043891026835390354
providing,-0.010750576173229668
provisioning,-0.0047664173761174725
publications,0.9601254196045004
publishing,-0.005697147407261008
pulumi,-0.0037711109145426454
puppet,-0.0069966449302127426
purchases,-0.00926919970871832
push,-0.023974842538441135
python,0.45112125954561005
pythonrelated,-0.006084270387542102
pythons,-0.0019705690413602357
pytorch,0.8305085377537024
qa,-0.06455760562861944
quality,-0.023058926080597623
queries,-0.031523861457846754
query,-0.057808419291691164
queue,-0.0037613364317252394
queues,-0.008467398875260013
quiz,-0.0019705690413602357
rabbitmq,-0.008951002260294062
rails,-0.006115894584656268
random,-0.00795124780322388
range,-0.003665319238885969
rapidly,-0.002578069475197838
rds,-0.006787805848388629
reach,-0.005036533344301799
react,-0.0268220599818516
reactjs,-0.06003048494913772
reality,-0.008218233561578223
realtime,-0.03702724350919222
realworld,-0.024888534567835713
recipe,-0.002629387040598457
recognition,-0.009391330375097613
recognized,-0.0019705690413602357
recommendation,-0.06510831909480051
record,0.043891026835390354
recovery,-0.06057852616920022
recurrent,-0.023406541101426957
redesigning,-0.007445321451555139
redis,-0.02177592537769474
reduction,-0.009035834358342503
redux,-0.017379803744037334
regression,-0.06929771341563931
reinforcement,-0.039054688093711126
related,-0.011358551197698713
relational,-0.006944893500588358
releases,-0.0034110286660823056
relevant,-0.0019705690413602357
reliability,-0.006667985161859912
reliable,-0.012907030912775962
rendered,-0.0035807296057479756
rendering,-0.0021187595503565685
repetitive,-0.008791158055847329
reporting,-0.05059046731655269
requestresponse,-0.0022784413532025666
requirements,-0.038032494918270376
research,-0.0930909115243355
researcher,2.463225231445533
reservation,-0.004426535202860593
reserved,-0.0066717961760614794
resilient,-0.011629806125338893
resolution,-0.036654948100773646
resource,-0.04521392066929712
resources,-0.0019964886995506954
response,-0.04244166928208062
responsive,-0.04484102151421357
rest,-0.09108853474749462
restful,-0.05818925728094663
resultsdriven,-0.006334232450625605
resultsoriented,0.04654325425761915
retail,-0.005261764214407431
retention,-0.005820563262086036
retrieval,-0.002778501770080951
retrieve,-0.002578069475197838
retrofit,-0.0020493227510373856
retrospectives,-0.04565355353499251
reviews,-0.020969309323897498
rhelubuntu,-0.042031444583972115
ridesharing,-0.007843339731045352
rightsizing,-0.0036891288512590314
risk,-0.10051545286156605
rnns,-0.005050139890323777
roadmap,-0.033406522885999684
robust,-0.024752384630346624
robustness,-0.013597219571760093
role,0.21508654782127512
rolebased,-0.004070084390761737
room,-0.0031285314397297365
root,-0.004816065719844801
route,-0.002316576143586335
router,-0.01925898223282969
routines,-0.0031285314397297365
routing,-0.044544110640623025
ruby,-0.01485340237720135
saas,-0.005081966984314171
sagemaker,-0.00212626416554433
sales,-0.005261764214407431
salesforce,-0.023274445071258705
sanitization,-0.006195395677763942
sass,-0.005852269973459997
scala,-0.013265196745157167
scalability,-0.07921446050233275
scalable,-0.06848086793472195
scale,-0.0034110286660823056
scaling,-0.003056559289608598
scheduling,-0.052201162436003486
schema,-0.0029020194240996686
schemas,-0.007427288518605015
scholarship,-0.0019705690413602357
science,-0.05965490854872649
scientist,-0.05172527961890491
scikitlearn,-0.0704955937891879
scipy,-0.005820563262086036
scrapers,-0.006534931282731744
scraping,-0.002052847960680136
scratch,-0.0042002754897409325
screen,-0.0018652893550293362
scripting,-0.1431519217145913
scripts,-0.002578069475197838
scrum,-0.13016571495063312
sdk,-0.07405582289041836
sdks,-0.004661400875092266
seaborn,-0.013203019904194464
seamless,-0.013232020799363933
search,-0.002629387040598457
seasoned,0.20144579820770456
secure,-0.013720399987708241
security,-0.124227234412672
seeking,0.2861077586066885
segmentation,-0.026240068561062056
selection,-0.03089786283955093
seleniumcypress,-0.03405807293282101
selfmotivated,-0.002578069475197838
selfsupervised,-0.015410300318086026
semantic,-0.004044496122856698
sendgrid,-0.0035380661750575395
sense,-0.005036533344301799
sensor,-0.0060019950171576
sentiment,-0.04293008702271952
seo,-0.005233956223436335
seosem,-0.04764695305319933
series,-0.02768023970345405
servant,-0.05644971131065191
server,-0.08457324812996331
serverless,-0.02876091718671149
servers,-0.002444164426196173
serverside,-0.034681756128287645
service,-0.002589246974303766
